seq1,seq2,title_title_jac_qgm_3_qgm_3
qic 250 mb mb - qic-150 - storage media,imation 46157 dc6250 data,0.05
imation 46157 dc6250 data,qic 250 mb 500 mb - - storage media,0.05263157894736842
qic 250 mb 500 mb - - storage media,imation 46157 dc6250 data,0.05263157894736842
46157 dc6250 data,qic 250 mb 500 mb - qic-150 - storage media,0.054545454545454536
qic 250 mb 500 mb - qic-150 - storage media,46157 dc6250 data,0.054545454545454536
46157 dc6250 data,imation qic 250 mb 500 mb - qic-150 - storage media,0.04838709677419355
imation qic 250 mb 500 mb - qic-150 - storage media,46157 dc6250 data,0.04838709677419355
46157 dc6250 data,imation - qic 250 mb 500 mb - qic-150 - storage media,0.04838709677419355
imation - qic 250 mb 500 mb - qic-150 - storage media,46157 dc6250 data,0.04838709677419355
46157 dc6250 data,qic 250 mb 500 mb - qic-150 - storage media imation,0.03125
qic 250 mb 500 mb - qic-150 - storage media imation,46157 dc6250 data,0.03125
46157 dc6250 data,qic 250 mb 500 mb - qic-150 - storage media - imation,0.030769230769230767
qic 250 mb 500 mb - qic-150 - storage media - imation,46157 dc6250 data,0.030769230769230767
46157 dc6250 data,qic mb 500 mb - qic-150 - storage media,0.037037037037037035
qic mb 500 mb - qic-150 - storage media,46157 dc6250 data,0.037037037037037035
46157 dc6250 data,qic mb mb qic-150 - storage media,0.040816326530612235
qic mb mb qic-150 - storage media,46157 dc6250 data,0.040816326530612235
46157 dc6250 data,250 mb mb - qic-150 - storage media,0.061224489795918366
250 mb mb - qic-150 - storage media,46157 dc6250 data,0.061224489795918366
46157 dc6250 data,qic 250 mb 500 mb - qic-150 - media,0.06382978723404255
qic 250 mb 500 mb - qic-150 - media,46157 dc6250 data,0.06382978723404255
46157 dc6250 data,qic mb 500 mb - - storage media,0.02083333333333333
qic mb 500 mb - - storage media,46157 dc6250 data,0.02083333333333333
46157 dc6250 data,qic 250 mb 500 mb - qic-150 - storage media blue,0.032786885245901634
qic 250 mb 500 mb - qic-150 - storage media blue,46157 dc6250 data,0.032786885245901634
46157 dc6250 data,qic 250 mb 500 mb - qic-150 - storage media - blue,0.03225806451612903
qic 250 mb 500 mb - qic-150 - storage media - blue,46157 dc6250 data,0.03225806451612903
46157 dc6250 data,qic 250 mb mb - qic-150 - storage media,0.0576923076923077
qic 250 mb mb - qic-150 - storage media,46157 dc6250 data,0.0576923076923077
46157 dc6250 data,qic 250 mb 500 mb - - storage media,0.061224489795918366
qic 250 mb 500 mb - - storage media,46157 dc6250 data,0.061224489795918366
dc6250 data,imation 46157 data cartridge,0.075
imation 46157 data cartridge,dc6250 data,0.075
dc6250 data,qic 250 mb 500 mb - qic-150 - storage media,0.061224489795918366
qic 250 mb 500 mb - qic-150 - storage media,dc6250 data,0.061224489795918366
dc6250 data,imation qic 250 mb 500 mb - qic-150 - storage media,0.05357142857142857
imation qic 250 mb 500 mb - qic-150 - storage media,dc6250 data,0.05357142857142857
dc6250 data,imation - qic 250 mb 500 mb - qic-150 - storage media,0.05357142857142857
imation - qic 250 mb 500 mb - qic-150 - storage media,dc6250 data,0.05357142857142857
dc6250 data,qic 250 mb 500 mb - qic-150 - storage media imation,0.03448275862068965
qic 250 mb 500 mb - qic-150 - storage media imation,dc6250 data,0.03448275862068965
dc6250 data,qic 250 mb 500 mb - qic-150 - storage media - imation,0.03389830508474576
qic 250 mb 500 mb - qic-150 - storage media - imation,dc6250 data,0.03389830508474576
dc6250 data,qic mb 500 mb - qic-150 - storage media,0.04166666666666666
qic mb 500 mb - qic-150 - storage media,dc6250 data,0.04166666666666666
dc6250 data,qic mb mb qic-150 - storage media,0.04651162790697674
qic mb mb qic-150 - storage media,dc6250 data,0.04651162790697674
dc6250 data,250 mb mb - qic-150 - storage media,0.06976744186046513
250 mb mb - qic-150 - storage media,dc6250 data,0.06976744186046513
dc6250 data,qic 250 mb 500 mb - qic-150 - media,0.07317073170731707
qic 250 mb 500 mb - qic-150 - media,dc6250 data,0.07317073170731707
dc6250 data,qic mb 500 mb - - storage media,0.023809523809523808
qic mb 500 mb - - storage media,dc6250 data,0.023809523809523808
dc6250 data,qic 250 mb 500 mb - qic-150 - storage media blue,0.03636363636363636
qic 250 mb 500 mb - qic-150 - storage media blue,dc6250 data,0.03636363636363636
dc6250 data,qic 250 mb 500 mb - qic-150 - storage media - blue,0.03571428571428571
qic 250 mb 500 mb - qic-150 - storage media - blue,dc6250 data,0.03571428571428571
dc6250 data,qic 250 mb mb - qic-150 - storage media,0.06521739130434782
qic 250 mb mb - qic-150 - storage media,dc6250 data,0.06521739130434782
dc6250 data,qic 250 mb 500 mb - - storage media,0.06976744186046513
qic 250 mb 500 mb - - storage media,dc6250 data,0.06976744186046513
imation 46157 dc6250 data cartridge blue,qic 250 mb 500 mb - qic-150 - storage media,0.038461538461538464
qic 250 mb 500 mb - qic-150 - storage media,imation 46157 dc6250 data cartridge blue,0.038461538461538464
imation 46157 dc6250 data cartridge blue,qic 250 mb 500 mb - qic-150 - storage media imation,0.09876543209876544
qic 250 mb 500 mb - qic-150 - storage media imation,imation 46157 dc6250 data cartridge blue,0.09876543209876544
imation 46157 dc6250 data cartridge blue,qic 250 mb 500 mb - qic-150 - storage media - imation,0.0975609756097561
qic 250 mb 500 mb - qic-150 - storage media - imation,imation 46157 dc6250 data cartridge blue,0.0975609756097561
imation 46157 dc6250 data cartridge blue,qic mb 500 mb - qic-150 - storage media,0.025974025974025976
qic mb 500 mb - qic-150 - storage media,imation 46157 dc6250 data cartridge blue,0.025974025974025976
imation 46157 dc6250 data cartridge blue,qic mb mb qic-150 - storage media,0.027777777777777776
qic mb mb qic-150 - storage media,imation 46157 dc6250 data cartridge blue,0.027777777777777776
imation 46157 dc6250 data cartridge blue,250 mb mb - qic-150 - storage media,0.04166666666666666
250 mb mb - qic-150 - storage media,imation 46157 dc6250 data cartridge blue,0.04166666666666666
imation 46157 dc6250 data cartridge blue,qic 250 mb 500 mb - qic-150 - media,0.028169014084507043
qic 250 mb 500 mb - qic-150 - media,imation 46157 dc6250 data cartridge blue,0.028169014084507043
imation 46157 dc6250 data cartridge blue,qic mb 500 mb - - storage media,0.014084507042253518
qic mb 500 mb - - storage media,imation 46157 dc6250 data cartridge blue,0.014084507042253518
imation 46157 dc6250 data cartridge blue,qic 250 mb mb - qic-150 - storage media,0.04
qic 250 mb mb - qic-150 - storage media,imation 46157 dc6250 data cartridge blue,0.04
imation 46157 dc6250 data cartridge blue,qic 250 mb 500 mb - - storage media,0.04166666666666666
qic 250 mb 500 mb - - storage media,imation 46157 dc6250 data cartridge blue,0.04166666666666666
imation 46157 dc6250 data cartridge - blue,qic 250 mb 500 mb - qic-150 - storage media,0.05063291139240506
qic 250 mb 500 mb - qic-150 - storage media,imation 46157 dc6250 data cartridge - blue,0.05063291139240506
imation 46157 dc6250 data cartridge - blue,qic mb 500 mb - qic-150 - storage media,0.038461538461538464
qic mb 500 mb - qic-150 - storage media,imation 46157 dc6250 data cartridge - blue,0.038461538461538464
imation 46157 dc6250 data cartridge - blue,qic mb mb qic-150 - storage media,0.0410958904109589
qic mb mb qic-150 - storage media,imation 46157 dc6250 data cartridge - blue,0.0410958904109589
imation 46157 dc6250 data cartridge - blue,250 mb mb - qic-150 - storage media,0.0547945205479452
250 mb mb - qic-150 - storage media,imation 46157 dc6250 data cartridge - blue,0.0547945205479452
imation 46157 dc6250 data cartridge - blue,qic 250 mb 500 mb - qic-150 - media,0.04166666666666666
qic 250 mb 500 mb - qic-150 - media,imation 46157 dc6250 data cartridge - blue,0.04166666666666666
imation 46157 dc6250 data cartridge - blue,qic mb 500 mb - - storage media,0.027777777777777776
qic mb 500 mb - - storage media,imation 46157 dc6250 data cartridge - blue,0.027777777777777776
imation 46157 dc6250 data cartridge - blue,qic 250 mb mb - qic-150 - storage media,0.05263157894736842
qic 250 mb mb - qic-150 - storage media,imation 46157 dc6250 data cartridge - blue,0.05263157894736842
imation 46157 dc6250 data cartridge - blue,qic 250 mb 500 mb - - storage media,0.0547945205479452
qic 250 mb 500 mb - - storage media,imation 46157 dc6250 data cartridge - blue,0.0547945205479452
imation dc6250 data cartridge,qic 250 mb 500 mb - qic-150 - storage media,0.029411764705882356
qic 250 mb 500 mb - qic-150 - storage media,imation dc6250 data cartridge,0.029411764705882356
imation dc6250 data cartridge,qic 250 mb 500 mb - qic-150 - storage media imation,0.09859154929577464
qic 250 mb 500 mb - qic-150 - storage media imation,imation dc6250 data cartridge,0.09859154929577464
imation dc6250 data cartridge,qic 250 mb 500 mb - qic-150 - storage media - imation,0.09722222222222222
qic 250 mb 500 mb - qic-150 - storage media - imation,imation dc6250 data cartridge,0.09722222222222222
imation dc6250 data cartridge,qic mb 500 mb - qic-150 - storage media,0.01492537313432836
qic mb 500 mb - qic-150 - storage media,imation dc6250 data cartridge,0.01492537313432836
imation dc6250 data cartridge,qic mb mb qic-150 - storage media,0.016129032258064516
qic mb mb qic-150 - storage media,imation dc6250 data cartridge,0.016129032258064516
imation dc6250 data cartridge,250 mb mb - qic-150 - storage media,0.03225806451612903
250 mb mb - qic-150 - storage media,imation dc6250 data cartridge,0.03225806451612903
imation dc6250 data cartridge,qic 250 mb 500 mb - qic-150 - media,0.03333333333333333
qic 250 mb 500 mb - qic-150 - media,imation dc6250 data cartridge,0.03333333333333333
imation dc6250 data cartridge,qic mb 500 mb - - storage media,0.0
qic mb 500 mb - - storage media,imation dc6250 data cartridge,0.0
imation dc6250 data cartridge,qic 250 mb 500 mb - qic-150 - storage media blue,0.04166666666666666
qic 250 mb 500 mb - qic-150 - storage media blue,imation dc6250 data cartridge,0.04166666666666666
imation dc6250 data cartridge,qic 250 mb 500 mb - qic-150 - storage media - blue,0.0410958904109589
qic 250 mb 500 mb - qic-150 - storage media - blue,imation dc6250 data cartridge,0.0410958904109589
imation dc6250 data cartridge,qic 250 mb mb - qic-150 - storage media,0.030769230769230767
qic 250 mb mb - qic-150 - storage media,imation dc6250 data cartridge,0.030769230769230767
imation dc6250 data cartridge,qic 250 mb 500 mb - - storage media,0.03225806451612903
qic 250 mb 500 mb - - storage media,imation dc6250 data cartridge,0.03225806451612903
imation 46157 data cartridge,qic 250 mb 500 mb - qic-150 - storage media,0.0
qic 250 mb 500 mb - qic-150 - storage media,imation 46157 data cartridge,0.0
imation 46157 data cartridge,qic 250 mb 500 mb - qic-150 - storage media imation,0.06944444444444445
qic 250 mb 500 mb - qic-150 - storage media imation,imation 46157 data cartridge,0.06944444444444445
imation 46157 data cartridge,qic 250 mb 500 mb - qic-150 - storage media - imation,0.0684931506849315
qic 250 mb 500 mb - qic-150 - storage media - imation,imation 46157 data cartridge,0.0684931506849315
imation 46157 data cartridge,qic mb 500 mb - qic-150 - storage media,0.0
qic mb 500 mb - qic-150 - storage media,imation 46157 data cartridge,0.0
imation 46157 data cartridge,qic mb mb qic-150 - storage media,0.0
qic mb mb qic-150 - storage media,imation 46157 data cartridge,0.0
imation 46157 data cartridge,250 mb mb - qic-150 - storage media,0.0
250 mb mb - qic-150 - storage media,imation 46157 data cartridge,0.0
imation 46157 data cartridge,qic 250 mb 500 mb - qic-150 - media,0.0
qic 250 mb 500 mb - qic-150 - media,imation 46157 data cartridge,0.0
imation 46157 data cartridge,qic mb 500 mb - - storage media,0.0
qic mb 500 mb - - storage media,imation 46157 data cartridge,0.0
imation 46157 data cartridge,qic 250 mb 500 mb - qic-150 - storage media blue,0.0136986301369863
qic 250 mb 500 mb - qic-150 - storage media blue,imation 46157 data cartridge,0.0136986301369863
imation 46157 data cartridge,qic 250 mb 500 mb - qic-150 - storage media - blue,0.013513513513513514
qic 250 mb 500 mb - qic-150 - storage media - blue,imation 46157 data cartridge,0.013513513513513514
imation 46157 data cartridge,qic 250 mb mb - qic-150 - storage media,0.0
qic 250 mb mb - qic-150 - storage media,imation 46157 data cartridge,0.0
imation 46157 data cartridge,qic 250 mb 500 mb - - storage media,0.0
qic 250 mb 500 mb - - storage media,imation 46157 data cartridge,0.0
brother tx2411 p-touch tx laminated tape,3 4inch black on white pt-30 35 8000 pc,0.012345679012345678
3 4inch black on white pt-30 35 8000 pc,brother tx2411 p-touch tx laminated tape,0.012345679012345678
brother tx2411 p-touch tx laminated tape,3 4inch black on white pt-30 35 8000 pc brother,0.07142857142857142
3 4inch black on white pt-30 35 8000 pc brother,brother tx2411 p-touch tx laminated tape,0.07142857142857142
brother tx2411 p-touch tx laminated tape,3 4inch black on white pt-30 35 8000 pc - brother,0.06976744186046513
3 4inch black on white pt-30 35 8000 pc - brother,brother tx2411 p-touch tx laminated tape,0.06976744186046513
brother tx2411 p-touch tx laminated tape,3 4inch black on white pt-30 8000 pc,0.01282051282051282
3 4inch black on white pt-30 8000 pc,brother tx2411 p-touch tx laminated tape,0.01282051282051282
brother tx2411 p-touch tx laminated tape,4inch black on white pt-30 35 8000,0.013157894736842105
4inch black on white pt-30 35 8000,brother tx2411 p-touch tx laminated tape,0.013157894736842105
brother tx2411 p-touch tx laminated tape,3 4inch on white pt-30 35 8000 pc,0.013333333333333334
3 4inch on white pt-30 35 8000 pc,brother tx2411 p-touch tx laminated tape,0.013333333333333334
brother tx2411 p-touch tx laminated tape,4inch black on white pt-30 35 8000 pc,0.012658227848101266
4inch black on white pt-30 35 8000 pc,brother tx2411 p-touch tx laminated tape,0.012658227848101266
brother tx2411 p-touch tx laminated tape,3 black on white pt-30 35 8000 pc,0.0
3 black on white pt-30 35 8000 pc,brother tx2411 p-touch tx laminated tape,0.0
brother tx2411 p-touch tx laminated tape,3 4inch black on white 35 8000 pc,0.013333333333333334
3 4inch black on white 35 8000 pc,brother tx2411 p-touch tx laminated tape,0.013333333333333334
brother tx2411 p-touch tx laminated tape,3 4inch black on white pt-30 35 pc,0.013157894736842105
3 4inch black on white pt-30 35 pc,brother tx2411 p-touch tx laminated tape,0.013157894736842105
tx2411 p-touch tx laminated tape,3 4inch black on white pt-30 35 8000 pc,0.013513513513513514
3 4inch black on white pt-30 35 8000 pc,tx2411 p-touch tx laminated tape,0.013513513513513514
tx2411 p-touch tx laminated tape,brother 3 4inch black on white pt-30 35 8000 pc,0.012195121951219513
brother 3 4inch black on white pt-30 35 8000 pc,tx2411 p-touch tx laminated tape,0.012195121951219513
tx2411 p-touch tx laminated tape,brother - 3 4inch black on white pt-30 35 8000 pc,0.011904761904761904
brother - 3 4inch black on white pt-30 35 8000 pc,tx2411 p-touch tx laminated tape,0.011904761904761904
