cluster_id,Title,Authors,Venue,Year,Citations,Source
1800014,Making database systems usable,"H. V. Jagadish, Adriane Chapman, Aaron Elkiss, Magesh Jayapandian, Yunyao Li, Arnab Nandi, Cong Yu",SIGMOD,2007,122.66666666666669,GoogleScholar
1800015,SystemT: a system for declarative information extraction,"Rajasekar Krishnamurthy, Yunyao Li, Sriram Raghavan, Frederick Reiss, Shivakumar Vaithyanathan, Huaiyu Zhu",SIGMOD Record,2009,93.75,GoogleScholar
1800016,NaLIX: an interactive natural language interface for querying XML,"Yunyao Li,Huahai Yang,H. V. Jagadish",SIGMOD,2005,88.8,GoogleScholar
1800017,Constructing a generic natural language interface for an XML database,"Yunyao Li,Huahai Yang,H. V. Jagadish",EDBT,2006,45.8,GoogleScholar
1800018,Enabling Schema-Free XQuery with meaningful query focus,"Yunyao Li,  Cong Yu,  HV Jagadish",VLDB Journal,2008,24.5,GoogleScholar
1800019,NaLIX: A generic natural language search environment for XML data,"Yunyao Li, Huahai Yang, H. V. Jagadish",TODS,2007,23.66666666666667,GoogleScholar
1800020,Enterprise information extraction: recent developments and open challenges,"Laura Chiticariu, Yunyao Li, Sriram Raghavan, Frederick R. Reiss",SIGMOD,2010,19.83333333333333,GoogleScholar
1800022,DaNaLIX: a domain-adaptive natural language interface for querying XML,"Yunyao Li,  Ishan Chaudhuri,  Huahai Yang,  Satinder Singh,  HV Jagadish",SIGMOD,2007,12.833333333333336,GoogleScholar
1800023,The SystemT IDE: an integrated development environment for information extraction rules,"Laura Chiticariu,  Vivian Chu,  Sajib Dasgupta,  Thilo W Goetz,  Howard Ho,  Rajasekar Krishnamurthy",SIGMOD,2011,8.166666666666666,GoogleScholar
1800024,Selectivity estimation for extraction operators over text data,"Daisy Zhe Wang,Long Wei,Yunyao Li,Frederick Reiss,Shivakumar Vaithyanathan",ICDE,2011,6.4,GoogleScholar
1800025,Enterprise search in the big data era: recent developments and open challenges,"Yunyao Li, Ziyang Liu, Huaiyu Zhu",VLDB,2014,3.5,GoogleScholar
1800027,VINERy: a visual IDE for information extraction,"Yunyao Li,  Elmer Kim,  Marc A Touchette,  Ramiya Venkatachalam,  Hao Wang",VLDB,2015,6.0,GoogleScholar
1800028,Enabling enterprise mashups over unstructured text feeds with InfoSphere MashupHub and SystemT,"David E. Simmen,Frederick Reiss,Yunyao Li,Suresh Thalamati",SIGMOD,2009,2.0,GoogleScholar
1800029,Natural Language Data Management and Interfaces: Recent Development and Open Challenges,"Yunyao Li,Davood Rafiei",SIGMOD,2017,0.4,GoogleScholar
1800030,Synthesizing Extraction Rules from User Examples with SEER,"Maeda F Hanafi,  Azza Abouzied,  Laura Chiticariu,  Yunyao Li",SIGMOD,2017,1.4,GoogleScholar
1800031,VLDB 2014 Ph. D. workshop: an overview,"Yunyao Li,  Erich Neuhold",VLDB,2014,1.0,GoogleScholar
1800032,Comparative analysis of five XML query languages,"Angela Bonifati,Stefano Ceri",SIGMOD Record,2000,166.66666666666666,GoogleScholar
1800033,Dynamic XML documents with distribution and replication,"Serge Abiteboul, Angela Bonifati, Grgory Cobna, Ioana Manolescu, Tova Milo",SIGMOD,2003,122.0,GoogleScholar
1800034,Active rules for XML: A new paradigm for E-services,"Angela Bonifati, Stefano Ceri, Stefano Paraboschi",VLDB Journal,2001,58.2,GoogleScholar
1800035,HePToX: marrying XML and heterogeneity in your P2P databases,"Angela Bonifati,  Elaine Qing Chang,  Aks VS Lakshmanan,  Terence Ho,  Rachel Pottinger",VLDB,2005,48.4,GoogleScholar
1800036,Schema mapping verification: the spicy way,"Angela Bonifati,  Giansalvatore Mecca,  Alessandro Pappalardo,  Salvatore Raunich,  Gianvito Summa",EDBT,2008,54.5,GoogleScholar
1800037,Warehousing Workflow Data: Challenges and Opportunities,"Angela Bonifati,  Fabio Casati,  Umeshwar Dayal,  Ming-Chien Shan",VLDB,2001,45.5,GoogleScholar
1800038,Distributed databases and peer-to-peer databases: past and present,"Angela Bonifati,Panos K. Chrysanthis,Aris M. Ouksel,Kai-Uwe Sattler",SIGMOD Record,2008,26.66666666666667,GoogleScholar
1800039,Efficient Query Evaluation over Compressed XML Data,"Andrei Arion,  Angela Bonifati,  Gianni Costa,  Sandra dAguanno,  Ioana Manolescu,  Andrea Pugliese",EDBT,2004,31.0,GoogleScholar
1800040,Schema mapping and query translation in heterogeneous P2P XML databases,"Angela Bonifati,  Elaine Chang,  Terence Ho,  Laks V Lakshmanan,  Rachel Pottinger,  Yongik Chung",VLDB Journal,2010,22.4,GoogleScholar
1800041,gMark: schema-driven generation of graphs and queries,"Guillaume Bagan,  Angela Bonifati,  Radu Ciucanu,  George HL Fletcher,  Aurlien Lemay,  Nicky Advokaat",IEEE TKDE,2017,30.0,GoogleScholar
1800042,Learning Path Queries on Graph Databases.,"Angela Bonifati,Radu Ciucanu,Aurlien Lemay",EDBT,2015,15.333333333333336,GoogleScholar
1800043,Algebraic incremental maintenance of XML views,"Angela Bonifati,  Martin Goodfellow,  Ioana Manolescu,  Domenica Sileo",TODS,2013,12.25,GoogleScholar
1800044,Managing distributed workspaces with active XML,"Serge Abiteboul,  Jrme Baumgarten,  Angela Bonifati,  Gregory Cobena,  Cosmin Cremarenco,  Florin Dragan",VLDB,2003,12.0,GoogleScholar
1800045,Interactive join query inference with JIM,"Angela Bonifati,  Radu Ciucanu,  Sپawek Staworko",VLDB,2014,10.333333333333334,GoogleScholar
1800046,The Spicy system: towards a notion of mapping quality,"Angela Bonifati,Giansalvatore Mecca,Alessandro Pappalardo,Salvatore Raunich,Gianvito Summa",SIGMOD,2008,9.666666666666666,GoogleScholar
1800047,Learning Join Queries from User Examples,"Angela Bonifati,  Radu Ciucanu,  Sپawek Staworko",TODS,2016,14.4,GoogleScholar
1800048,Generating flexible workloads for graph databases,"Guillaume Bagan,Angela Bonifati,Radu Ciucanu,George H. L. Fletcher,Aurlien Lemay,Nicky Advokaat",VLDB,2016,8.2,GoogleScholar
1800051,Interactive Path Query Specification on Graph Databases.,"Angela Bonifati,Radu Ciucanu,Aurlien Lemay",EDBT,2015,3.333333333333333,GoogleScholar
1800052,Schema matching and mapping: from usage to evaluation,"Angela Bonifati,Yannis Velegrakis",EDBT,2011,4.166666666666667,GoogleScholar
1800053,Interactive Mapping Specification with Exemplar Tuples,"Angela Bonifati,Ugo Comignani,Emmanuel Coquery,Romuald Thion",SIGMOD,2017,3.8,GoogleScholar
1800054,An analytical study of large SPARQL query logs,"Angela Bonifati,Wim Martens,Thomas Timm",VLDB,2017,4.6,GoogleScholar
1800055,Stability notions in synthetic graph generation: a preliminary study.,"Wilco van Leeuwen,Angela Bonifati,George H. L. Fletcher,Nikolay Yakovets",EDBT,2017,1.3333333333333333,GoogleScholar
1800056,ChaseFUN: a Data Exchange Engine for Functional Dependencies at Scale.,"Angela Bonifati,Ioana Ileana,Michele Linardi",EDBT,2017,0.6666666666666666,GoogleScholar
1800057,Mapping-equivalence and oid-equivalence of single-function object-creating conjunctive queries,"Angela Bonifati,Werner Nutt,Riccardo Torlone,Jan Van den Bussche",VLDB Journal,2016,0.0,GoogleScholar
1800058,To cite this version:,"Angela Bonifati,  Radu Ciucanu,  Slawomir Staworko",,2014,0.0,GoogleScholar
1800061,Dynamic authenticated index structures for outsourced databases,"Feifei Li,Marios Hadjieleftheriou,George Kollios,Leonid Reyzin",SIGMOD,2006,199.33333333333331,GoogleScholar
1800062,MRShare: sharing across multiple queries in MapReduce,"Tomasz Nykiel,  Michalis Potamias,  Chaitanya Mishra,  George Kollios,  Nick Koudas",VLDB,2010,158.5,GoogleScholar
1800063,Approximating multi-dimensional aggregate range queries over real attributes,"Dimitrios Gunopulos,George Kollios,Vassilis J. Tsotras,Carlotta Domeniconi",SIGMOD,2000,126.16666666666669,GoogleScholar
1800064,Efficient Biased Sampling for Approximate Clustering and Outlier Detection in Large Data Sets,"George Kollios,Dimitrios Gunopulos,Nick Koudas,Stefan Berchtold",IEEE TKDE,2003,124.25,GoogleScholar
1800065,Efficient Indexing of Spatiotemporal Objects,"Marios Hadjieleftheriou,George Kollios,Vassilis J. Tsotras,Dimitrios Gunopulos",EDBT,2002,112.0,GoogleScholar
1800066,Efficient processing of top-k queries in uncertain databases with x-relations,"Ke Yi,  Feifei Li,  George Kollios,  Divesh Srivastava",IEEE TKDE,2008,105.5,GoogleScholar
1800067,k-nearest neighbors in uncertain graphs,"Michalis Potamias,Francesco Bonchi,Aristides Gionis,George Kollios",VLDB,2010,79.0,GoogleScholar
1800068,Indexing Animated Objects Using Spatiotemporal Access Methods,"George Kollios,Vassilis J. Tsotras,Dimitrios Gunopulos,Alex Delis,Marios Hadjieleftheriou",IEEE TKDE,2001,75.8,GoogleScholar
1800069,Efficient processing of top-k queries in uncertain databases,"Ke Yi,Feifei Li,George Kollios,Divesh Srivastava",ICDE,2008,71.4,GoogleScholar
1800070,Complex spatio-temporal pattern queries,"Marios Hadjieleftheriou,  George Kollios,  Petko Bakalov,  Vassilis J Tsotras",VLDB,2005,74.25,GoogleScholar
1800071,Time series compressibility and privacy,"Spiros Papadimitriou, Feifei Li, George Kollios, Philip S. Yu",VLDB,2007,55.2,GoogleScholar
1800072,Nearest Neighbor Retrieval Using Distance-Based Hashing,"Vassilis Athitsos,Michalis Potamias,Panagiotis Papapetrou,George Kollios",ICDE,2008,60.6,GoogleScholar
1800073,Spatial Outsourcing for Location-based Services,"Yin Yang,Stavros Papadopoulos,Dimitris Papadias,George Kollios",ICDE,2008,53.4,GoogleScholar
1800074,Authenticated indexing for outsourced spatial databases,"Yin Yang,  Stavros Papadopoulos,  Dimitris Papadias,  George Kollios",VLDB Journal,2009,46.4,GoogleScholar
1800075,Selectivity estimators for multidimensional range queries over real attributes,"Dimitrios Gunopulos,  George Kollios,  Vassilis J Tsotras,  Carlotta Domeniconi",VLDB Journal,2005,45.4,GoogleScholar
1800076,Indexing spatiotemporal archives,"Marios Hadjieleftheriou,  George Kollios,  Vassilis J Tsotras,  Dimitrios Gunopulos",VLDB Journal,2006,65.0,GoogleScholar
1800077,Approximate embedding-based subsequence matching of time series,"Vassilis Athitsos,Panagiotis Papapetrou,Michalis Potamias,George Kollios,Dimitrios Gunopulos",SIGMOD,2008,40.333333333333336,GoogleScholar
1800078,Proof-infused streams: enabling authentication of sliding window queries on streams,"Feifei Li, Ke Yi, Marios Hadjieleftheriou, George Kollios",VLDB,2007,33.8,GoogleScholar
1800079,Clustering large probabilistic graphs,"George Kollios,  Michalis Potamias,  Evimaria Terzi",IEEE TKDE,2013,47.0,GoogleScholar
1800080,Embedding-based subsequence matching in time-series databases,"Panagiotis Papapetrou,Vassilis Athitsos,Michalis Potamias,George Kollios,Dimitrios Gunopulos",TODS,2011,120.5,GoogleScholar
1800081,Indexing mobile objects using dual transformations,"George Kollios,  Dimitris Papadopoulos,  Dimitrios Gunopulos,  J Tsotras",VLDB Journal,2005,26.6,GoogleScholar
1800082,Query-sensitive embeddings,"Vassilis Athitsos, Marios Hadjieleftheriou, George Kollios, Stan Sclaroff",TODS,2007,30.0,GoogleScholar
1800083,Robust approximate aggregation in sensor data management systems,"Jeffrey Considine, Marios Hadjieleftheriou, Feifei Li, John Byers, George Kollios",TODS,2009,19.5,GoogleScholar
1800084,Modular order-preserving encryption; revisited,"Charalampos Mavroforakis,  Nathan Chenette,  Adam O'Neill,  George Kollios,  Ran Canetti",SIGMOD,2015,36.0,GoogleScholar
1800085,Small synopses for group-by query verification on outsourced data streams,"Ke Yi,Feifei Li,Graham Cormode,Marios Hadjieleftheriou,George Kollios,Divesh Srivastava",TODS,2009,24.83333333333333,GoogleScholar
1800086,Characterizing and exploiting reference locality in data stream applications,"Feifei Li,Ching Chang,George Kollios,Azer Bestavros",ICDE,2006,18.2,GoogleScholar
1800087,Reference-based alignment in large sequence databases,"Panagiotis Papapetrou,Vassilis Athitsos,George Kollios,Dimitrios Gunopulos",VLDB,2009,13.333333333333336,GoogleScholar
1800088,Randomized Synopses for Query Assurance on Data Streams,"Ke Yi,Feifei Li,Marios Hadjieleftheriou,George Kollios,Divesh Srivastava",ICDE,2008,24.8,GoogleScholar
1800089,Hashing Methods for Temporal Data,"George Kollios,Vassilis J. Tsotras",IEEE TKDE,2002,13.6,GoogleScholar
1800090,Management of Highly Dynamic Multidimensional Data in a Cluster of Workstations,"Vassil Kriakov,Alex Delis,George Kollios",EDBT,2004,11.0,GoogleScholar
1800092,Hum-a-song: a subsequence matching with gaps-range-tolerances query-by-humming system,"Alexios Kotsifakos,Panagiotis Papapetrou,Jaakko Hollmn,Dimitrios Gunopulos,Vassilis Athitsos,George Kollios",VLDB,2012,5.5,GoogleScholar
1800093,Privacy Preserving Similarity Evaluation of Time Series Data.,"Haohan Zhu,Xianrui Meng,George Kollios",EDBT,2014,5.75,GoogleScholar
1800094,A generic framework for efficient and effective subsequence retrieval,"Haohan Zhu,George Kollios,Vassilis Athitsos",VLDB,2012,5.666666666666668,GoogleScholar
1800095,Norm; point; and distance estimation over multiple signals using max-stable distributions,"Stilian Stoev,Marios Hadjieleftheriou,George Kollios,Murad S. Taqqu",ICDE,2007,3.75,GoogleScholar
1800096,Sharing across Multiple MapReduce Jobs,"Tomasz Nykiel,Michalis Potamias,Chaitanya Mishra,George Kollios,Nick Koudas",TODS,2014,4.0,GoogleScholar
1800097,Self-tuning management of update-intensive multidimensional data in clusters of workstations,"Vassil Kriakov,George Kollios,Alex Delis",VLDB Journal,2009,2.25,GoogleScholar
1800098,NED: an inter-graph node metric based on edit distance,"Haohan Zhu,Xianrui Meng,George Kollios",VLDB,2017,1.0,GoogleScholar
1800099,Core Database Technology Program Committee,"Anastassia Ailamaki,  Gustavo Alonso,  Walid Aref,  Lars Arge,  Brian Babcock,  Mikael Berndtsson",VLDB,2005,0.0,GoogleScholar
1800100,Marios Hadjieleftheriou,"M Hadjieleftheriou,  G Kollios,  D Gunopulos,  VJ Tsotras,  M Vlachos,  E Keogh",IEEE TKDE,2001,0.0,GoogleScholar
1800101,Generic Schema Matching with Cupid,"Jayant Madhavan,Philip A. Bernstein,Erhard Rahm",VLDB,2001,967.6,GoogleScholar
1800102,Similarity search for web services,"Xin Dong, Alon Halevy, Jayant Madhavan, Ema Nemes, Jun Zhang",VLDB,2004,556.5,GoogleScholar
1800103,Reference reconciliation in complex information spaces,"Xin Dong,  Alon Halevy,  Jayant Madhavan",SIGMOD,2005,341.5,GoogleScholar
1800104,Learning to match ontologies on the Semantic Web,"AnHai Doan,  Jayant Madhavan,  Robin Dhamankar,  Pedro Domingos,  Alon Halevy",VLDB Journal,2003,296.6,GoogleScholar
1800105,Corpus-based schema matching,"Jayant Madhavan,  Philip A Bernstein,  AnHai Doan,  Alon Halevy",ICDE,2005,364.33333333333326,GoogleScholar
1800106,Google's Deep Web crawl,"Jayant Madhavan,  David Ko,  ucja Kot,  Vignesh Ganapathy,  Alex Rasmussen,  Alon Halevy",VLDB,2008,339.6666666666667,GoogleScholar
1800107,The piazza peer data management system,"Alon Y. Halevy,Zachary G. Ives,Jayant Madhavan,Peter Mork,Dan Suciu,Igor Tatarinov",IEEE TKDE,2004,180.0,GoogleScholar
1800108,The Piazza peer data management project,"Igor Tatarinov,  Zachary Ives,  Jayant Madhavan,  Alon Halevy,  Dan Suciu,  Nilesh Dalvi",SIGMOD Record,2003,135.16666666666666,GoogleScholar
1800109,Recovering semantics of tables on the web,"Petros Venetis,  Alon Halevy,  Jayant Madhavan,  Marius Paca,  Warren Shen,  Fei Wu",VLDB,2011,129.33333333333334,GoogleScholar
1800110,Generic schema matching; ten years later,"Philip A Bernstein,  Jayant Madhavan,  Erhard Rahm",VLDB,2011,215.0,GoogleScholar
1800111,Google fusion tables: web-centered data management and collaboration,"Hector Gonzalez,Alon Y. Halevy,Christian S. Jensen,Anno Langen,Jayant Madhavan,Rebecca Shapley,Warren Shen,Jonathan Goldberg-Kidon",SIGMOD,2010,91.33333333333331,GoogleScholar
1800112,Harvesting relational tables from lists on the web,"Hazem Elmeleegy, Jayant Madhavan, Alon Halevy",VLDB,2011,67.4,GoogleScholar
1800113,Personal information management with SEMEX,"Yuhan Cai, Xin Luna Dong, Alon Halevy, Jing Michelle Liu, Jayant Madhavan",SIGMOD,2005,65.16666666666667,GoogleScholar
1800114,Crossing the Structure Chasm.,"Alon Y Halevy,  Oren Etzioni,  AnHai Doan,  Zachary G Ives,  Jayant Madhavan,  Luke K McDowell",CIDR,2003,69.25,GoogleScholar
1800115,Web-scale extraction of structured data,"Michael J. Cafarella, Jayant Madhavan, Alon Halevy",SIGMOD Record,2008,44.83333333333334,GoogleScholar
1800116,OpenII: an open source information integration toolkit,"Len Seligman,  Peter Mork,  Alon Halevy,  Ken Smith,  Michael J Carey,  Kuang Chen",SIGMOD,2010,49.25,GoogleScholar
1800117,Data management projects at Google,"Michael Cafarella, Edward Chang, Andrew Fikes, Alon Halevy, Wilson Hsieh, Alberto Lerner, Jayant Madhavan, S. Muthukrishnan",SIGMOD Record,2008,19.0,GoogleScholar
1800118,Harvesting relational tables from lists on the web,"Hazem Elmeleegy,  Jayant Madhavan,  Alon Halevy",VLDB Journal,2011,34.0,GoogleScholar
1800119,Applying WebTables in Practice.,"Sreeram Balakrishnan,  Alon Y Halevy,  Boulos Harb,  Hongrae Lee,  Jayant Madhavan,  Afshin Rostamizadeh",CIDR,2015,22.0,GoogleScholar
1800120,Efficient spatial sampling of large geographical tables,"Anish Das Sarma,Hongrae Lee,Hector Gonzalez,Jayant Madhavan,Alon Y. Halevy",SIGMOD,2012,15.166666666666664,GoogleScholar
1800121,Exploring schema repositories with schemr,"Kuang Chen,  Akshay Kannan,  Jayant Madhavan,  Alon Halevy",SIGMOD Record,2011,12.4,GoogleScholar
1800122,Self-organizing data sharing communities with SAGRES,"Zachary G. Ives,Alon Y. Levy,Jayant Madhavan,Rachel Pottinger,Stefan Saroiu,Igor Tatarinov,Shiori Betzler,Qiong Chen,Ewa Jaslikowska,Jing Su,Wai Tak Theodora Yeung",SIGMOD,2000,7.8,GoogleScholar
1800123,Consistent thinning of large geographical data for map visualization,"Anish Das Sarma,Hongrae Lee,Hector Gonzalez,Jayant Madhavan,Alon Y. Halevy",TODS,2013,5.0,GoogleScholar
1800124,Recent progress towards an ecosystem of structured data on the Web,"Nitin Gupta,  Alon Y Halevy,  Boulos Harb,  Heidi Lam,  Hongrae Lee,  Jayant Madhavan",ICDE,2013,1.5,GoogleScholar
1800125,"Using SSDs to scale up Google Fusion Tables, a database-in-the-cloud.","Yingyi Bu,Felix Halim,Changkyu Kim,Hongrae Lee,Jayant Madhavan",ICDE,2016,0.0,GoogleScholar
1800126,Similarity search in high dimensions via hashing,"Aristides Gionis, Piotr Indyk, Rajeev Motwani",VLDB,1999,1438.4,GoogleScholar
1800127,Finding interesting associations without support pruning,"Edith Cohen,Mayur Datar,Shinji Fujiwara,Aristides Gionis,Piotr Indyk,Rajeev Motwani,Jeffrey D. Ullman,Cheng Yang",IEEE TKDE,2001,305.25,GoogleScholar
1800128,XTRACT: a system for extracting document type descriptors from XML documents,"Minos Garofalakis,  Aristides Gionis,  Rajeev Rastogi,  Sridhar Seshadri,  Kyuseok Shim",SIGMOD Record,2000,173.2,GoogleScholar
1800129,The discrete basis problem,"Pauli Miettinen,  Taneli Mielikآ¤inen,  Aristides Gionis,  Gautam Das,  Heikki Mannila",IEEE TKDE,2008,132.66666666666666,GoogleScholar
1800130,K-nearest neighbors in uncertain graphs,"Michalis Potamias,  Francesco Bonchi,  Aristides Gionis,  George Kollios",VLDB,2010,81.5,GoogleScholar
1800131,k-Anonymization with minimal loss of information,"Aristides Gionis,  Tamir Tassa",IEEE TKDE,2009,49.33333333333334,GoogleScholar
1800133,Efficient and tumble similar set retrieval,"Aristides Gionis,  Dimitrios Gunopulos,  Nick Koudas",SIGMOD Record,2001,47.66666666666666,GoogleScholar
1800134,Injecting uncertainty in graphs for identity obfuscation,"Paolo Boldi,Francesco Bonchi,Aristides Gionis,Tamir Tassa",VLDB,2012,29.0,GoogleScholar
1800135,k-Anonymization revisited,"Aristides Gionis,  Arnon Mazza,  Tamir Tassa",ICDE,2008,56.0,GoogleScholar
1800137,Social content matching in MapReduce,"Gianmarco De Francisci Morales,Aristides Gionis,Mauro Sozio",VLDB,2011,23.83333333333333,GoogleScholar
1800139,Fast Reliability Search in Uncertain Graphs.,"Arijit Khan,Francesco Bonchi,Aristides Gionis,Francesco Gullo",EDBT,2014,17.25,GoogleScholar
1800142,Piggybacking on social networks,"Aristides Gionis,  Flavio Junqueira,  Vincent Leroy,  Marco Serafini,  Ingmar Weber",VLDB,2013,9.0,GoogleScholar
1800143,Distance oracles in edge-labeled graphs.,"Francesco Bonchi,Aristides Gionis,Francesco Gullo,Antti Ukkonen",EDBT,2014,8.0,GoogleScholar
1800144,Bump hunting in the dark: Local discrepancy maximization on graphs,"Aristides Gionis,  Michael Mathioudakis,  Antti Ukkonen",IEEE TKDE,2017,6.0,GoogleScholar
1800145,Streaming similarity self-join,"Gianmarco De Francisci Morales,  Aristides Gionis",VLDB,2016,5.5,GoogleScholar
1800149,Efficient similarity joins for near-duplicate detection,"Chuan Xiao,  Wei Wang,  Xuemin Lin,  Jeffrey Xu Yu,  Guoren Wang",TODS,2011,315.5,GoogleScholar
1800150,Ed-Join: an efficient algorithm for similarity joins with edit distance constraints,"Chuan Xiao,  Wei Wang,  Xuemin Lin",VLDB,2008,114.2,GoogleScholar
1800151,Top-k Set Similarity Joins,"Chuan Xiao,  Wei Wang,  Xuemin Lin,  Haichuan Shang",ICDE,2009,122.66666666666669,GoogleScholar
1800152,Efficient approximate entity extraction with edit distance constraints,"Wei Wang, Chuan Xiao, Xuemin Lin, Chengqi Zhang",SIGMOD,2009,79.5,GoogleScholar
1800153,Efficient exact edit similarity query processing with the asymmetric signature scheme,"Jianbin Qin, Wei Wang, Yifei Lu, Chuan Xiao, Xuemin Lin",SIGMOD,2011,41.16666666666666,GoogleScholar
1800154,Efficient Graph Similarity Joins with Edit Distance Constraints,"Xiang Zhao,  Chuan Xiao,  Xuemin Lin,  Wei Wang",ICDE,2012,25.75,GoogleScholar
1800155,Vchunkjoin: An efficient algorithm for edit similarity joins,"Wei Wang,  Jianbin Qin,  Chuan Xiao,  Xuemin Lin,  Heng Tao Shen",IEEE TKDE,2013,20.0,GoogleScholar
1800156,Efficient error-tolerant query autocompletion,"Chuan Xiao,  Jianbin Qin,  Wei Wang,  Yoshiharu Ishikawa,  Koji Tsuda,  Kunihiko Sadakane",VLDB,2013,21.0,GoogleScholar
1800157,Efficient processing of graph similarity queries with edit distance constraints,"Xiang Zhao,  Chuan Xiao,  Xuemin Lin,  Wei Wang,  Yoshiharu Ishikawa",VLDB Journal,2013,16.0,GoogleScholar
1800158,A partition-based approach to structure similarity search,"Xiang Zhao, Chuan Xiao, Xuemin Lin, Qing Liu, Wenjie Zhang",VLDB,2013,12.5,GoogleScholar
1800159,Asymmetric signature schemes for efficient exact edit similarity query processing,"Jianbin Qin,  Wei Wang,  Chuan Xiao,  Yifei Lu,  Xuemin Lin,  Haixun Wang",TODS,2013,4.0,GoogleScholar
1800160,Local similarity search for unstructured text,"Pei Wang,  Chuan Xiao,  Jianbin Qin,  Wei Wang,  Xiaoyang Zhang,  Yoshiharu Ishikawa",SIGMOD,2016,4.0,GoogleScholar
1800162,BEVA: An Efficient Query Processing Algorithm for Error-Tolerant Autocompletion,"Xiaoling Zhou,Jianbin Qin,Chuan Xiao,Wei Wang,Xuemin Lin,Yoshiharu Ishikawa",TODS,2016,0.4,GoogleScholar
1800163,Efficient structure similarity searches: a partition-based approach,"Xiang Zhao,  Chuan Xiao,  Xuemin Lin,  Wenjie Zhang,  Yang Wang",VLDB Journal,2018,0.3333333333333333,GoogleScholar
1800164,The Clio project: managing heterogeneity,"Rene J Miller,  Mauricio A Hernndez,  Laura M Haas,  Ling-Ling Yan,  CT Howard Ho,  Ronald Fagin",SIGMOD Record,2001,276.25,GoogleScholar
1800165,Data exchange: getting to the core,"Ronald Fagin,  Phokion G Kolaitis,  Lucian Popa",TODS,2003,272.25,GoogleScholar
1800166,Composing schema mappings: second-order dependencies to the rescue,"Ronald Fagin,  Phokion G Kolaitis,  Lucian Popa,  Wang-Chiew Tan",TODS,2005,186.0,GoogleScholar
1800167,Clio grows up: from research prototype to industrial tool,"Laura M Haas,  Mauricio A Hernndez,  Howard Ho,  Lucian Popa,  Mary Roth",SIGMOD,2005,176.33333333333337,GoogleScholar
1800168,Constraint-based XML query rewriting for data integration,"Cong Yu, Lucian Popa",SIGMOD,2004,132.66666666666666,GoogleScholar
1800169,Semantic adaptation of schema mappings when schemas evolve,"Cong Yu, Lucian Popa",VLDB,2005,87.4,GoogleScholar
1800170,Nested mappings: schema mapping reloaded,"Ariel Fuxman,  Mauricio A Hernandez,  Howard Ho,  Renee J Miller,  Paolo Papotti,  Lucian Popa",VLDB,2006,120.66666666666669,GoogleScholar
1800171,Query reformulation with constraints,"Alin Deutsch, Lucian Popa, Val Tannen",SIGMOD Record,2006,63.33333333333334,GoogleScholar
1800172,Quasi-inverses of schema mappings,"Ronald Fagin,  Phokion G Kolaitis,  Lucian Popa,  Wang-Chiew Tan",TODS,2008,61.8,GoogleScholar
1800173,Preserving mapping consistency under schema changes,"Yannis Velegrakis,  J Miller,  Lucian Popa",VLDB Journal,2004,54.4,GoogleScholar
