_id,idDBLP,idACM,title_title_jac_qgm_3_qgm_3,authors_authors_jac_qgm_3_qgm_3,venue_venue_jac_qgm_3_qgm_3,year_year_lev_sim,gold
3383,conf/sigmod/Keim99,304219,1.0,1.0,0.15517241379310345,1.0,1
3548,conf/sigmod/AggarwalWY99,304218,1.0,0.8431372549019608,0.15517241379310345,1.0,1
3612,conf/sigmod/NatsevRS99,304217,1.0,0.7115384615384616,0.15517241379310345,1.0,1
3703,conf/sigmod/LabioYG99,304216,1.0,0.6567164179104478,0.15517241379310345,1.0,1
3768,conf/sigmod/KotidisR99,304215,1.0,0.7073170731707317,0.15517241379310345,1.0,1
3900,conf/sigmod/BeyerR99,304214,0.9056603773584906,0.8611111111111112,0.15517241379310345,1.0,1
3927,conf/sigmod/MayrS99,304213,1.0,0.5897435897435898,0.15517241379310345,1.0,1
3976,conf/sigmod/Ozsu99,304228,0.7894736842105263,0.5217391304347826,0.15517241379310345,1.0,1
4058,conf/sigmod/GarofalakisRRS99,304227,0.7820512820512819,0.7922077922077922,0.15517241379310345,1.0,1
4197,conf/sigmod/Seshadri99,304226,0.5975609756097561,1.0,0.15517241379310345,1.0,1
4320,conf/sigmod/DavulcuFKR99,304225,1.0,0.8857142857142857,0.15517241379310345,1.0,1
4414,conf/sigmod/CallanCD99,304224,1.0,0.4833333333333333,0.15517241379310345,1.0,1
4498,conf/sigmod/EmbleyJN99,304223,1.0,0.3584905660377358,0.15517241379310345,1.0,1
4549,conf/sigmod/PapakonstantinouV99,304222,1.0,0.6875,0.15517241379310345,1.0,1
4653,conf/sigmod/YerneniLGU99,304221,1.0,0.7123287671232876,0.15517241379310345,1.0,1
4663,conf/sigmod/Lomet00,335378,1.0,1.0,0.15517241379310345,1.0,1
4706,conf/sigmod/LabioWGG00,335379,1.0,0.7375,0.15517241379310345,1.0,1
4795,conf/sigmod/LakhamrajuRSS00,335381,1.0,0.6619718309859155,0.15517241379310345,1.0,1
4863,conf/sigmod/AggarwalY00,335383,1.0,1.0,0.15517241379310345,1.0,1
4911,conf/sigmod/PalmerF00,335384,1.0,1.0,0.15517241379310345,1.0,1
5015,conf/sigmod/BreunigKNS00,335388,1.0,0.7564102564102564,0.15517241379310345,1.0,1
5041,conf/sigmod/ZaharioudakisCLPU00,335390,1.0,0.8539325842696629,0.15517241379310345,1.0,1
5082,conf/sigmod/ChoG00,335391,1.0,1.0,0.15517241379310345,1.0,1
5172,conf/sigmod/SalemBCL00,335393,1.0,0.7534246575342466,0.15517241379310345,1.0,1
5265,conf/sigmod/ChristophidesCS00,335395,1.0,0.4556962025316456,0.15517241379310345,1.0,1
5366,conf/sigmod/LiefkeS00,335405,1.0,1.0,0.15517241379310345,1.0,1
5471,conf/sigmod/GarofalakisGRSS00,335409,1.0,0.8674698795180723,0.15517241379310345,1.0,1
5534,conf/sigmod/FaloutsosSTT00,335412,1.0,0.7631578947368421,0.15517241379310345,1.0,1
5612,conf/sigmod/RodriguezR00,335413,1.0,0.6842105263157895,0.15517241379310345,1.0,1
5705,conf/sigmod/CorralMTV00,335414,1.0,0.9178082191780822,0.15517241379310345,1.0,1
5802,conf/sigmod/KornM00,335415,1.0,0.6571428571428571,0.15517241379310345,1.0,1
5874,journals/tods/MuralidharS99,331986,1.0,1.0,0.4117647058823529,1.0,1
5971,journals/tods/DeySB99,331984,1.0,0.7636363636363637,0.4117647058823529,1.0,1
6023,journals/tods/YanG99,331992,1.0,1.0,0.4117647058823529,1.0,1
6150,journals/tods/WandSW99,331989,1.0,0.8095238095238095,0.4117647058823529,1.0,1
6234,journals/sigmod/FrankGGJKLMNPSSSTW99,333609,1.0,0.804,0.6190476190476191,1.0,1
6353,journals/sigmod/ConradHHKRSS99,333608,0.9594594594594594,0.4214285714285714,0.6190476190476191,1.0,1
6397,journals/sigmod/RosenthalS99,333611,1.0,1.0,0.6190476190476191,1.0,1
6476,journals/sigmod/BoulosO99,333610,1.0,0.5151515151515151,0.6190476190476191,1.0,1
6544,journals/sigmod/RamDD99,333613,1.0,0.6428571428571429,0.6190476190476191,1.0,1
6640,journals/sigmod/YauLMS99,333612,0.8596491228070176,0.873015873015873,0.6190476190476191,1.0,1
6723,journals/sigmod/DomenigD99,333615,1.0,0.6444444444444445,0.6190476190476191,1.0,1
6774,journals/sigmod/PapianiWDN99,333614,1.0,0.7894736842105263,0.6190476190476191,1.0,1
6905,conf/sigmod/HanPY00,335372,1.0,1.0,0.15517241379310345,1.0,1
6933,journals/sigmod/GruenwaldBDGSSV99,333616,1.0,0.8130081300813008,0.6190476190476191,1.0,1
7029,conf/sigmod/ShenoyHSBBS00,335376,1.0,0.797979797979798,0.15517241379310345,1.0,1
7174,conf/sigmod/RiedelFGN00,335375,1.0,0.821917808219178,0.15517241379310345,1.0,1
7344,journals/sigmod/KuanL99,310065,1.0,0.4324324324324325,0.6190476190476191,1.0,1
7395,journals/sigmod/RoantreeMH99,310066,1.0,0.8490566037735849,0.6190476190476191,1.0,1
7420,journals/sigmod/SouzaS99,310063,1.0,0.7962962962962963,0.6190476190476191,1.0,1
7571,journals/sigmod/CeriFP99,310064,1.0,0.7959183673469388,0.6190476190476191,1.0,1
7607,journals/sigmod/EisenbergM99,310075,0.8648648648648649,0.5789473684210527,0.6190476190476191,1.0,1
7638,journals/tods/DattaVCK99,310710,1.0,0.9393939393939394,0.4117647058823529,1.0,1
7672,journals/sigmod/ShethBS99,310067,0.7931034482758621,0.7551020408163265,0.6190476190476191,1.0,1
7804,journals/sigmod/CareyS99,310071,1.0,0.21153846153846154,0.6190476190476191,1.0,1
7907,journals/tods/ChaudhuriS99,320249,1.0,0.6097560975609756,0.4117647058823529,1.0,1
7966,journals/tods/GravanoGT99,320252,1.0,0.6285714285714286,0.4117647058823529,1.0,1
8030,journals/tods/LeveneL99,310712,1.0,1.0,0.4117647058823529,1.0,1
8099,journals/tods/Wijsen99,310715,1.0,1.0,0.4117647058823529,1.0,1
8172,journals/tods/BozkayaO99,328959,1.0,0.4888888888888889,0.4117647058823529,1.0,1
8201,journals/tods/CasatiCPP99,328996,1.0,0.7704918032786885,0.4117647058823529,1.0,1
8342,journals/tods/HjaltasonS99,320255,1.0,0.4791666666666667,0.4117647058823529,1.0,1
8375,journals/tods/Alagic99,328943,1.0,0.4761904761904762,0.4117647058823529,1.0,1
8502,journals/sigmod/Ritter98,306141,1.0,1.0,0.6190476190476191,1.0,1
8586,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,306137,1.0,0.6804979253112033,0.6190476190476191,1.0,1
8642,journals/sigmod/ChristoffelPSL98,306133,1.0,0.8160919540229885,0.6190476190476191,1.0,1
8806,journals/sigmod/Domingo-FerrerH98,306129,1.0,0.7962962962962963,0.6190476190476191,1.0,1
8938,journals/sigmod/ForteHWDCVHFS99,309870,1.0,0.5766423357664233,0.6190476190476191,1.0,1
8957,journals/sigmod/Mackay99,309852,1.0,1.0,0.6190476190476191,1.0,1
9116,journals/sigmod/OukselS99,309849,0.4732142857142857,0.38461538461538464,0.6190476190476191,1.0,1
9182,journals/sigmod/EisenbergM98a,306144,1.0,1.0,0.6190476190476191,1.0,1
9196,journals/sigmod/SycaraKWL99,309895,1.0,0.796875,0.6190476190476191,1.0,1
9327,journals/sigmod/PapazoglouH99,309886,1.0,0.462962962962963,0.6190476190476191,1.0,1
9378,journals/sigmod/Hampapur99,309883,0.8958333333333334,1.0,0.6190476190476191,1.0,1
9527,journals/sigmod/SmithO99,309878,1.0,1.0,0.6190476190476191,1.0,1
9631,journals/sigmod/NascimentoM99,310062,1.0,0.7037037037037037,0.6190476190476191,1.0,1
9657,journals/sigmod/Gal99,310061,1.0,1.0,0.6190476190476191,1.0,1
9724,journals/sigmod/FowlerPNB99,310060,1.0,0.734375,0.6190476190476191,1.0,1
9810,journals/sigmod/BergamaschiCV99,309897,1.0,0.4153846153846154,0.6190476190476191,1.0,1
9857,conf/sigmod/Epstein95,277955,1.0,1.0,0.15517241379310345,1.0,1
9860,conf/sigmod/Ellison95,277954,1.0,0.7368421052631579,0.15517241379310345,1.0,1
9881,journals/tods/TariSS97,278247,1.0,0.84,0.4117647058823529,1.0,1
9994,journals/tods/StoreyCDGS97,278246,1.0,0.8191489361702128,0.4117647058823529,1.0,1
10069,journals/tods/ZobelMR98,277632,1.0,0.7460317460317459,0.4117647058823529,1.0,1
10140,journals/tods/MehrotraRKS98,277629,1.0,0.20833333333333331,0.4117647058823529,1.0,1
10244,journals/tods/SistlaWYS98,277641,1.0,0.859375,0.4117647058823529,1.0,1
10404,journals/tods/KonopnickiS98,277639,1.0,1.0,0.4117647058823529,1.0,1
10481,conf/sigmod/ChenWZ98,276392,1.0,1.0,0.15517241379310345,1.0,1
10551,conf/sigmod/DarEGP98,276391,0.8939393939393939,0.7450980392156863,0.15517241379310345,1.0,1
10598,journals/tods/LiuHD98,277628,1.0,0.7058823529411765,0.4117647058823529,1.0,1
10691,journals/tods/Hellerstein98,277627,1.0,1.0,0.4117647058823529,1.0,1
10778,conf/sigmod/ZaianeHLCC98,276388,1.0,0.6385542168674698,0.15517241379310345,1.0,1
10945,conf/sigmod/ParkKKLPC98,276387,1.0,0.7733333333333333,0.15517241379310345,1.0,1
11013,conf/sigmod/CeriFP98,276390,1.0,0.7959183673469388,0.15517241379310345,1.0,1
11050,conf/sigmod/Toyama98,276389,1.0,1.0,0.15517241379310345,1.0,1
11179,conf/sigmod/AvnurHLORRRW98,276383,1.0,0.8956521739130435,0.15517241379310345,1.0,1
11242,conf/sigmod/KornackerSH98,276384,1.0,0.6875,0.15517241379310345,1.0,1
11314,conf/sigmod/LacroixSC98,276385,1.0,0.5909090909090909,0.15517241379310345,1.0,1
11368,conf/sigmod/BaumannDFRW98,276386,1.0,0.3804347826086957,0.15517241379310345,1.0,1
11491,conf/sigmod/KiepuszewskiMO98,276379,0.8088235294117647,0.6716417910447762,0.15517241379310345,1.0,1
11586,conf/sigmod/Cohen98a,276380,1.0,1.0,0.15517241379310345,1.0,1
11632,conf/sigmod/AmbiteABKMMMPT98,276381,1.0,0.7987012987012987,0.15517241379310345,1.0,1
11758,conf/sigmod/LiYVGPUV98,276382,1.0,0.84251968503937,0.15517241379310345,1.0,1
11798,conf/sigmod/MeccaAMMS98,276375,0.8837209302325582,0.37777777777777777,0.15517241379310345,1.0,1
11850,conf/sigmod/LiuPTBBZBHY98,276376,1.0,0.8653846153846154,0.15517241379310345,1.0,1
11883,conf/sigmod/OlstonWACELSS98,276377,1.0,0.8706896551724138,0.15517241379310345,1.0,1
12020,conf/sigmod/Lassettre98,276371,1.0,1.0,0.15517241379310345,1.0,1
12115,conf/sigmod/Brewer98,276372,1.0,1.0,0.15517241379310345,1.0,1
12250,conf/sigmod/Kennamer98,276373,1.0,1.0,0.15517241379310345,1.0,1
12288,conf/sigmod/LiS98,276374,1.0,1.0,0.15517241379310345,1.0,1
12375,conf/sigmod/Chong98,276370,1.0,1.0,0.15517241379310345,1.0,1
12433,conf/sigmod/NaumanS98,276369,1.0,0.5151515151515151,0.15517241379310345,1.0,1
12458,conf/sigmod/Whelan98,276368,1.0,1.0,0.15517241379310345,1.0,1
12544,conf/sigmod/Aulakh98,276367,1.0,1.0,0.15517241379310345,1.0,1
12554,conf/sigmod/LahiriJJC98,276366,1.0,0.8142857142857143,0.15517241379310345,1.0,1
12623,conf/sigmod/AndersonAF98,276365,1.0,0.8409090909090909,0.15517241379310345,1.0,1
12697,conf/sigmod/NgLK98,276364,0.9310344827586208,1.0,0.15517241379310345,1.0,1
12773,conf/sigmod/Chan98,276362,0.7717391304347826,1.0,0.15517241379310345,1.0,1
12872,conf/sigmod/RamakrishnanD98,276361,0.5833333333333334,0.6097560975609756,0.15517241379310345,1.0,1
12953,conf/sigmod/FranklinZ98,276360,1.0,0.6511627906976745,0.15517241379310345,1.0,1
12978,conf/sigmod/Spiro98,276359,1.0,0.7058823529411765,0.15517241379310345,1.0,1
13066,conf/sigmod/Doherty98,276358,1.0,1.0,0.15517241379310345,1.0,1
13077,conf/sigmod/Eaton98,276357,1.0,1.0,0.15517241379310345,1.0,1
13117,conf/sigmod/ReinwaldP98,276356,1.0,1.0,0.15517241379310345,1.0,1
13155,conf/sigmod/WhiteCF98,276355,1.0,0.6,0.15517241379310345,1.0,1
13221,conf/sigmod/BlakeleyP98,276354,1.0,0.3962264150943397,0.15517241379310345,1.0,1
13241,conf/sigmod/ClossmanSHKPB98,276352,0.7777777777777778,0.9090909090909092,0.15517241379310345,1.0,1
13344,conf/sigmod/BerchtoldK98,276353,0.9479166666666666,0.6190476190476191,0.15517241379310345,1.0,1
13432,conf/sigmod/AdamY98,276350,1.0,1.0,0.15517241379310345,1.0,1
13480,conf/sigmod/KemperKM98,276351,0.7894736842105263,0.8490566037735849,0.15517241379310345,1.0,1
13531,conf/sigmod/Stonebraker98,276348,1.0,1.0,0.15517241379310345,1.0,1
13599,conf/sigmod/Mylopoulos98,276349,0.775,1.0,0.15517241379310345,1.0,1
13670,conf/sigmod/LarsonG98,276346,1.0,0.4130434782608696,0.15517241379310345,1.0,1
13675,conf/sigmod/AndersonBKW98,276347,1.0,0.7361111111111112,0.15517241379310345,1.0,1
13783,conf/sigmod/MatiasVW98,276344,1.0,0.84,0.15517241379310345,1.0,1
13911,conf/sigmod/RajagopalanML98,276342,1.0,0.7647058823529411,0.15517241379310345,1.0,1
13970,conf/sigmod/ChaudhuriMN98,276343,1.0,0.6774193548387096,0.15517241379310345,1.0,1
14069,conf/sigmod/AdaliBSS98,276340,1.0,0.4352941176470588,0.15517241379310345,1.0,1
14076,conf/sigmod/FernandezFKLS98,276341,1.0,0.6136363636363636,0.15517241379310345,1.0,1
14278,conf/sigmod/JaedickeM98,276338,1.0,1.0,0.15517241379310345,1.0,1
14375,conf/sigmod/GodfreySE98,276339,1.0,0.7468354430379747,0.15517241379310345,1.0,1
14386,conf/sigmod/ChaudhuriMN99,304206,1.0,0.6774193548387096,0.15517241379310345,1.0,1
14435,conf/sigmod/MankuRL99,304204,1.0,0.7647058823529411,0.15517241379310345,1.0,1
14572,conf/sigmod/HaasH99,304208,1.0,1.0,0.15517241379310345,1.0,1
14614,conf/sigmod/AcharyaGPR99a,304207,1.0,1.0,0.15517241379310345,1.0,1
14701,conf/sigmod/FlorescuLMS99,304210,1.0,0.7966101694915254,0.15517241379310345,1.0,1
14794,conf/sigmod/IvesFFLW99,304209,1.0,0.7710843373493976,0.15517241379310345,1.0,1
14930,conf/sigmod/ChangG99,304212,1.0,0.484375,0.15517241379310345,1.0,1
14959,conf/sigmod/MaratheS99,304211,1.0,0.6521739130434783,0.15517241379310345,1.0,1
15055,conf/sigmod/LakshmananNHP99,304196,1.0,0.85,0.15517241379310345,1.0,1
15089,conf/sigmod/VitterW99,304199,1.0,0.6,0.15517241379310345,1.0,1
15195,conf/sigmod/AboulnagaC99,304198,1.0,0.6444444444444445,0.15517241379310345,1.0,1
15217,conf/sigmod/ChanI99,304201,1.0,0.8421052631578947,0.15517241379310345,1.0,1
15304,conf/sigmod/LeeKC99,304200,1.0,0.8222222222222222,0.15517241379310345,1.0,1
15389,conf/sigmod/BlohsfeldKS99,304203,1.0,0.6290322580645161,0.15517241379310345,1.0,1
15465,conf/sigmod/Wu99,304202,1.0,1.0,0.15517241379310345,1.0,1
15578,conf/sigmod/AggarwalPWYP99,304188,1.0,0.7578947368421053,0.15517241379310345,1.0,1
15607,conf/sigmod/LometT99,304189,1.0,0.7058823529411765,0.15517241379310345,1.0,1
15688,conf/sigmod/ShanmugasundaramNSR99,304190,1.0,0.8602150537634409,0.15517241379310345,1.0,1
15727,conf/sigmod/BreitbartKRSS99,304191,0.9056603773584906,0.7368421052631579,0.15517241379310345,1.0,1
15821,conf/sigmod/Jamil99,304192,1.0,1.0,0.15517241379310345,1.0,1
15828,conf/sigmod/AdaliSS99,304193,1.0,0.5245901639344263,0.15517241379310345,1.0,1
15856,conf/sigmod/JagadishLMSV99,304194,1.0,0.8433734939759037,0.15517241379310345,1.0,1
15869,conf/sigmod/Hidber99,304195,1.0,1.0,0.15517241379310345,1.0,1
15915,journals/tods/CastanoAFP98,293150,1.0,0.3723404255319149,0.4117647058823529,1.0,1
15995,journals/tods/BertinoBFS98,293151,1.0,0.8970588235294118,0.4117647058823529,1.0,1
16050,journals/tods/FormicaGM98,293152,1.0,0.25675675675675674,0.4117647058823529,1.0,1
16144,conf/sigmod/MamoulisP99,304183,1.0,1.0,0.15517241379310345,1.0,1
16303,conf/sigmod/AcharyaPR99,304184,1.0,0.7543859649122807,0.15517241379310345,1.0,1
16344,conf/sigmod/ChakrabartiM99,304185,1.0,0.6521739130434783,0.15517241379310345,1.0,1
16461,conf/sigmod/JagadishLS99,304186,1.0,0.7540983606557377,0.15517241379310345,1.0,1
16511,conf/sigmod/AnkerstBKS99,304187,1.0,0.7073170731707317,0.15517241379310345,1.0,1
16611,journals/sigmod/KeetonPH98,290602,1.0,0.9491525423728814,0.6190476190476191,1.0,1
16721,journals/sigmod/KappelR98,290601,0.9242424242424242,0.5714285714285714,0.6190476190476191,1.0,1
16738,journals/sigmod/SnodgrassGIMSU98,290599,1.0,0.14285714285714285,0.6190476190476191,1.0,1
16765,journals/sigmod/Lomet98,290598,1.0,0.7058823529411765,0.6190476190476191,1.0,1
16833,journals/sigmod/LometBCLN98,290608,1.0,0.6363636363636364,0.6190476190476191,1.0,1
16858,journals/sigmod/ChangGKRS98,290607,1.0,0.8426966292134831,0.6190476190476191,1.0,1
16965,journals/sigmod/FlorescuLM98,290605,1.0,0.6896551724137931,0.6190476190476191,1.0,1
17047,journals/sigmod/EisenbergM98,290604,1.0,0.5789473684210527,0.6190476190476191,1.0,1
17116,journals/tods/Revesz98,288088,1.0,1.0,0.4117647058823529,1.0,1
17156,journals/tods/DyresonS98,288087,1.0,0.5357142857142857,0.4117647058823529,1.0,1
17196,conf/sigmod/RothAHCCFSTW96,280363,1.0,0.4580645161290322,0.15517241379310345,1.0,1
17221,conf/sigmod/BilirisFOP96,280362,1.0,0.4565217391304348,0.15517241379310345,1.0,1
17330,journals/sigmod/GriffinK98,290597,1.0,1.0,0.6190476190476191,1.0,1
17437,journals/sigmod/CheungF98,290596,1.0,0.6097560975609756,0.6190476190476191,1.0,1
17495,journals/sigmod/BorgidaCS98,290595,0.7272727272727273,0.7068965517241379,0.6190476190476191,1.0,1
17558,journals/tods/StolboushkinT98,288089,1.0,1.0,0.4117647058823529,1.0,1
17624,conf/sigmod/HanFWCZK96,280356,1.0,0.64,0.15517241379310345,1.0,1
17733,conf/sigmod/ChooOLCGBPS96,280357,1.0,0.4817518248175183,0.15517241379310345,1.0,1
17825,conf/sigmod/LeflerSW96,280354,1.0,0.5652173913043478,0.15517241379310345,1.0,1
17936,conf/sigmod/QuassWGHLMNRRAUW96,280355,1.0,0.8444444444444444,0.15517241379310345,1.0,1
18075,conf/sigmod/HungYK96,280360,1.0,0.7868852459016393,0.15517241379310345,1.0,1
18147,conf/sigmod/RundensteinerKRCJM96,280361,1.0,0.3956834532374101,0.15517241379310345,1.0,1
18336,conf/sigmod/FukudaMMT96a,280359,0.912280701754386,0.935483870967742,0.15517241379310345,1.0,1
18368,conf/sigmod/Bernstein96,280348,1.0,0.68,0.15517241379310345,1.0,1
18454,conf/sigmod/Keim96,280349,1.0,1.0,0.15517241379310345,1.0,1
18594,conf/sigmod/FernandezS96,280347,0.921875,0.4363636363636363,0.15517241379310345,1.0,1
18719,conf/sigmod/PiatkoYLS96,280352,1.0,0.8032786885245902,0.15517241379310345,1.0,1
18868,conf/sigmod/BohmA96,280353,0.9101123595505618,0.4390243902439024,0.15517241379310345,1.0,1
18887,conf/sigmod/Mohan96,280350,1.0,1.0,0.15517241379310345,1.0,1
19042,conf/sigmod/Han96,280351,1.0,1.0,0.15517241379310345,1.0,1
19093,conf/sigmod/Amer-YahiaCLS01,375730,1.0,0.9041095890410958,0.15517241379310345,1.0,1
19195,conf/sigmod/YanMHF01,375729,1.0,0.6527777777777778,0.15517241379310345,1.0,1
19245,conf/sigmod/SchusterW01,375728,0.921875,0.5428571428571428,0.15517241379310345,1.0,1
19293,conf/sigmod/GetoorTK01,375727,1.0,0.76,0.15517241379310345,1.0,1
19424,conf/sigmod/WuAA01,375724,0.819672131147541,0.6981132075471698,0.15517241379310345,1.0,1
19540,conf/sigmod/NguyenACP01,375723,1.0,0.7368421052631579,0.15517241379310345,1.0,1
19749,conf/sigmod/TatarinovIHW01,375720,1.0,0.7808219178082192,0.15517241379310345,1.0,1
19786,conf/sigmod/DraperHW01,375744,1.0,0.7735849056603774,0.15517241379310345,1.0,1
19922,conf/sigmod/NazeriBO01,375743,1.0,0.8297872340425532,0.15517241379310345,1.0,1
19971,conf/sigmod/Maguire01,375742,1.0,1.0,0.15517241379310345,1.0,1
20004,conf/sigmod/StonebrakerH01,375739,1.0,0.6923076923076923,0.15517241379310345,1.0,1
20236,conf/sigmod/WynblattN01,375737,1.0,0.5434782608695652,0.15517241379310345,1.0,1
20372,conf/sigmod/CandanLLHA01,375736,1.0,0.7096774193548387,0.15517241379310345,1.0,1
20493,conf/sigmod/CarinoKKB01,375733,0.9342105263157896,0.7887323943661971,0.15517241379310345,1.0,1
20565,conf/sigmod/DoanDH01,375731,1.0,1.0,0.15517241379310345,1.0,1
20670,conf/sigmod/ShouCTRH01,375755,0.9,0.3882352941176471,0.15517241379310345,1.0,1
20785,conf/sigmod/Sahuguet01,375757,1.0,1.0,0.15517241379310345,1.0,1
20832,conf/sigmod/DeolaseeKPRS01,375752,1.0,0.9404761904761904,0.15517241379310345,1.0,1
20908,conf/sigmod/KiesslingHFE01,375754,0.8913043478260869,0.676056338028169,0.15517241379310345,1.0,1
21047,conf/sigmod/LahiriG01,375751,1.0,0.819672131147541,0.15517241379310345,1.0,1
21169,conf/sigmod/Meseck01,375745,0.7818181818181819,1.0,0.15517241379310345,1.0,1
21225,conf/sigmod/Galindo-LegariaJ01,375748,1.0,0.4444444444444444,0.15517241379310345,1.0,1
21330,conf/sigmod/AgrawalCN01,375769,1.0,0.6825396825396826,0.15517241379310345,1.0,1
21425,conf/sigmod/CatarciS01,375771,1.0,1.0,0.15517241379310345,1.0,1
21581,conf/sigmod/ClaypoolRZSK01,375765,0.9310344827586208,0.8086956521739129,0.15517241379310345,1.0,1
21771,conf/sigmod/HernandezMHYHT01,375767,1.0,0.52,0.15517241379310345,1.0,1
21962,conf/sigmod/ButtlerLPP01,375762,1.0,0.6338028169014085,0.15517241379310345,1.0,1
21989,conf/sigmod/BertinoCF01,375764,1.0,0.875,0.15517241379310345,1.0,1
22122,conf/sigmod/BabyCY01,375761,1.0,0.6610169491525424,0.15517241379310345,1.0,1
22195,conf/sigmod/JoshiA01,375673,1.0,0.5283018867924528,0.15517241379310345,1.0,1
